code,name,brand,price,description,image,page,confidence
A03U,TORRE DE EXTENSION,,32.0,"•
PRODUCTO: ESTABILIZADOR
•
MODELO: A03U
•
CAPACIDAD DE 110V-250V.
•
INCLUYE 3 PUERTOS USB PARA
CARGA.
•
12 TOMA CORRIENTES
•
PROTECCIÓN: CONTRA
SOBRETENSIONES
•
APLICACIÓN: MULTIPROPÓSITO",images/A03U.jpg,79,0.9
A04U,TORRE DE EXTENSION,,36.0,"•
PRODUCTO: ESTABILIZADOR
•
MODELO: A04U
•
BATERIA 2500W
•
CAPACIDAD DE 110V-250V.
•
INCLUYE 3 PUERTOS USB PARA
CARGA.
•
PROTECCIÓN: CONTRA
SOBRETENSIONES
•
APLICACIÓN: MULTIPROPÓSITO",images/A04U.jpg,80,0.9
G-02,EXTENSION CON ENCHUFE,,40.0,"•
4 TOMAS DE CORRIENTE
•
2 PUERTOS USB
•
2 PUERTOS TIPO C
•
CABLE CON 1 METRO DE LONGITUD
•
INCLUYE UN INTERRUPTOR DE
ENCENDIDO/APAGADO CENTRAL Y
FUNCIONES DE PROTECCION
CONTRA SOBRETENSIONES Y
SOBRECARGAS PARA MAYOR
SEGURIDAD.",images/G-02.jpg,81,0.9
G-03,ESTABILIZADOR,GTX,45.0,"•
PRODUCTO: ESTABILIZADOR
•
CAPACIDAD: 1000VA/500W.
•
DISPONE DE 4 TOMAS DE
CORRIENTE PARA CONECTAR
DISPOSITIVOS.
•
PROTECCIÓN: PROTEGE CONTRA
SOBRETENSIONES, SOBRECARGAS
Y FLUCTUACIONES DE VOLTAJE.
•
INDICADOR: INCLUYE UN
INDICADOR VISUAL LED PARA
MONITOREAR EL ESTADO",images/G-03.jpg,82,1.0
PLI1001,ESTABILIZADOR,,45.0,"•
REGULADOR AUTOMATICO DE
VOLTAJE
•
CABLE DE 1.2 METROS
•
CAPACIDAD: 1000VA / 500W
•
4 TOMAS DE CORRIENTE
UNIVERSALES
•
CORTA FLUJO DE CORRIENTE EN
CASO DE SOBRECARGA.
•
INCLUYE PROTECCION PARA
LINEAS TELEFONICAS, MODEM,
INTERNET Y FAX.",images/PLI1001.jpg,83,0.9
G-09,ESTABILIZADOR,GTX,50.0,"•
PRODUCTO: ESTABILIZADOR
•
MODELO: G-09
•
CAPACIDAD DE 1000VA/500W.
•
CUENTA CON 4
SALIDAS REGULADAS.
•
INCLUYE 2 PUERTOS USB PARA
CARGA.
•
PROTECCIÓN: CONTRA
SOBRETENSIONES
•
APLICACIÓN: MULTIPROPÓSITO",images/G-09.jpg,84,1.0
PLI1300,ESTABILIZADOR,,55.0,"•
REGULADOR AUTOMATICO DE
VOLTAJE
•
CABLE DE 1 METROS
•
CAPACIDAD: 1300VA / 650W
•
8 RECEPTACULOS UNIVERSALES
•
CORTA FLUJO DE CORRIENTE EN
CASO DE SOBRECARGA.
•
DISEÑADO PARA PC, TV,AUDIO,
LAPTOP, CONSOLAS DE JUEGO,
ACCESORIOS",images/PLI1300.jpg,85,0.9
G-05,ESTABILIZADOR,GTX,60.0,"•
PRODUCTO: ESTABILIZADOR
•
MODELO: G-05
•
ENTRADAS: 8 SALIDAS 220 VAC
•
+ 2 PUERTOS US
•
VOLTAJE 1200 VA
•
PROTECCIÓN CONTRA
SOBRETENSIONES
•
PROTECCIÓN: CONTRA
SOBRETENSIONES
•
APLICACIÓN: MULTIPROPÓSITO",images/G-05.jpg,86,1.0
CX-U01,ADAPTADOR OTG SEISA,,3.0,"• ADAPTADOR USB A TIPO C
• PERMITE CONECTAR
DISPOSITIVOS USB A
SMARTPHONES, TABLETS Y
LAPTOPS CON PUERTO TIPO-C",images/CX-U01.jpg,87,0.9
AUX001,CABLE AUXILIAR,,4.0,"• PRODUCTO: CABLE AUXILIAR
• CONECTOR ESTEREO MACHO A
MACHO DE 3.5MM PARA
TRANSMITIR AUDIO.
• LONGITUD : 1M
• COMPATIBLE CON AMPLIA GAMA
DE DISPOSITIVOS COMO
TELEFONOS INTELIGENTES,
TABLETAS,ALTAVOCES , Y SISTEMA
DE AUDIO DE AUTOMOVILES CON
ENTRADA AUXILIAR.",images/AUX001.jpg,88,0.9
BS-H9527C,OTG ADAPTADOR BOSSNEY,,3.5,"• PRODUCTO: CABLE  OTG
• MODELO: BOSSNEY
• TIPO:  OTG –C
• LONGITUD: 3.5  M
• COLOR: BLANCO
• USO: PARA CONECTAR TU
SMARTPHONE A VARIOS
DISPOSITIVOS, PODRÁS LEER
MEMORIAS USB
• DETALLE : LEER MEMORIA SIN
NECESIDAD DE LAPTOP
MATERIALES: PLÁSTICO ABS",images/BS-H9527C.jpg,89,0.9
AD-KZ10,ADAPTADOR TIPO C,ALDEEPO,4.0,"• PERMITE CONECTAR AUDÍFONOS
TRADICIONALES CON CONECTOR
DE 3.5MM A DISPOSITIVOS CON
PUERTO USB TIPO C.
• CUENTA CON CARCASA DE
ALUMINIO PARA MAYOR
DURABILIDAD Y DISEÑO
COMPACTO.",images/AD-KZ10.jpg,90,1.0
OTG02,ADAPTADOR TIPO C MICCELL,,4.0,"• ADAPTADOR 2 EN 1, PERMITE
CONECTAR DISPOSITIVOS USB A
CELULARES CON PUERTO MICRO
USB O USB-C.
• INCLUYE CABLE ADAPTADOR CON
EXTREMO USB Y CONECTORES
INTERCAMBIABLES TIPO C Y V8.",images/OTG02.jpg,91,0.9
TCD609,OTG RO,MAX,4.5,"• PRODUCTO: MINI
ADAPTADOR
• MODELO: ROMAX
• TIPO:  USB- TIPO C
• COLOR: BLANCO,NEGRO
• USO: PARA CONECTAR TU
SMARTPHONE A VARIOS
DISPOSITIVOS, PODRÁS
LEER MEMORIAS USB
• DETALLE : LEER MEMORIA
SIN NECESIDAD DE LAPTOP
MATERIALES: PLÁSTICO ABS",images/TCD609.jpg,92,1.0
BS-6201,CARGADOR UNIVERSAL DE LAPTOP,,15.0,"• MODELO: UNIVERSAL,
GENÉRICO
• CAPACIDAD: COMPATIBLE CON
LAPTOPS DE 10V A 12V
• TIPO: CARGADOR DE CORRIENTE
ALTERNA
• POTENCIA: 40W
• CONECTORES: 6
• COMPATIBILIDAD: PCS, LAPTOPS,
Y OTROS DISPOSITIVOS",images/BS-6201.jpg,93,0.9
BS-350MS,CALCULADORA CIENTIFICA BOSSNEY,,8.0,"• CALCULADORA CIENTÍFICA
• 240 FUNCIONES MATEMÁTICAS
• 12 DIGITOS
• TECLAS SUABES AL TACTO
• APAGADO AUTOMÁTICO POR
PERIODO SIN USO",images/BS-350MS.jpg,94,0.9
BS-991ES,PLUS CALCULADORA CIENTIFICA BOSSNEY,,8.0,"• CALCULADORA CIENTÍFICA
• 376 FUNCIONES MATEMÁTICAS
• 12 DIGITOS
• TECLAS SUABES AL TACTO
• APAGADO AUTOMÁTICO POR
PERIODO SIN USO",images/BS-991ES.jpg,95,0.9
BT-350,RECEPTOR DE AUDIO,,5.0,"• RECEPTOR DE AUDIO
BLUETOOTH PARA AUTO
• CUENTA CON AUXILIAR
3.5MM
• CUENTA CON CABLE
CARGADOR TIPO V8",images/BT-350.jpg,97,0.9
F88,PARLANTE M&M,,20.0,"• MODELO: PARLANTE
RECARGABLE M&M PARA
BICICLETA
• FUNCIONES: BLUETOOTH,
LECTOR MEMORIA- USB.
• POTENCIA: 5W
• CONTENIDO: CABLE
• LUCES RGB",images/F88.jpg,98,0.9
,"WIND3 PARLANTE DE 
BICICLETA JBL",,24.0,"• PRODUCTO: PARLANTE
BLUETOOTH
• INCLUYE SOPORTE QUE
PERMITE ENGANCHAR
FACILMENTE
• CERTIFICAION IP67,
RESISTENTE AL POLVO Y
AGUA
• HASTA 5H DE REPRODUCCION",images/page_099_product_001.jpg,99,0.75
,POWER SPORT PARLANTE MOVISUN,,68.0,"• PARLANTE PORTATIL PARA
BICICLETA
• POTENCIA: 5W
• CONECTIVIDAD: BLUETOOTH,
,TF, TWS,RADIO FM
• LUCES LED RGB
• INCLUYE CABLE TIPO C Y
SOPORTE PARA AJUSTAR A LA
BICICLETA",images/page_100_product_001.jpg,100,0.75
BS-A1314B,AUDIFONO MOTO,,28.0,"• PRODUCTO:  AUDÍFONO
• MODELO:BOSSNEY
• CONECTIVIDAD: BLUETOOTH
• FUNCIÓN: DE RESPUESTA
AUTOMÁTICA,VOZ INTELIGENTE
CON UN SOLO CLIC,REDUCCIÓN DE
RUIDO INTELIGENTE
• USO: PARA CASCO DE MOTO,
INCLUYE CABLE DE CARGA",images/BS-A1314B.jpg,101,0.9
ET-A4956B,AUDIFONO MOTO,EWTTO,35.0,"• PRODUCTO:  AUDÍFONO
• MODELO:EWTTO
• CONECTIVIDAD: BLUETOOTH
• FUNCIÓN: DE RESPUESTA
AUTOMÁTICA,VOZ INTELIGENTE
CON UN SOLO CLIC,REDUCCIÓN DE
RUIDO INTELIGENTE
• SONIDO: EFECTOS DE NIVEL HIFI
• IP65:A PRUEBA DE AGUA
• USO: PARA CASCO DE MOTO,
INCLUYE CABLE DE CARGA",images/ET-A4956B.jpg,102,1.0
BT-12,AUDIFONO PARA CASCO,,45.0,"• TIPO: INTERCOMUNICADOR +
AUDÍFONO
• CONECTIVIDAD: BLUETOOTH
• USO: PARA CASCO DE MOTO
• PUERTO DE CARGA TIPO C
• CABLE DE CARGA
• FUNCIÓN: HANDSFREE,
LLAMADAS Y MÚSICA",images/BT-12.jpg,103,0.9
,X8 CIGARRERA BLUETOOTH,,8.0,"• PERMITE TRANSMITIR MÚSICA
DESDE EL CELULAR VÍA
BLUETOOTH Y CONTESTAR
LLAMADAS EN MODO MANOS
LIBRES.
• CUENTA CON DOS PUERTOS
USB QUE FUNCIONAN COMO
CARGADOR RÁPIDO CON UNA
SALIDA TOTAL DE 3.1A.
• LECTOR DE MEMORIAS, USB Y
TARJETAS MICRO SD",images/page_104_product_001.jpg,104,0.75
BS-E6723,ESTACIÓN DE CARGA PARA MOTO BOSSNEY,,9.0,"• ESTACIÓN DE CARGA PARA MOTO
• ENTRADA USB Y CIGARRERA
• INSTALABLE PARA MANUBRIO
• SWITCHER DE ENCENDIDO Y
APAGADO
• POTENCIA 18W",images/BS-E6723.jpg,105,0.9
TCC0432,CIGARRERA RO V8,MAX,9.0,"• PRODUCTO: CIGARRERA
COMPLETA
• MODELO: ROMAX
• PUERTOS : USB-V8
• POTENCIA: 60W
• VOLTAJE: 6.2A
• CARACTERISTICAS: CARGA
RÁPIDA",images/TCC0432.jpg,106,1.0
BS-E6733,CARGADOR BOSSNEY,,9.5,"• MODELO: BS-E6733
• POTENCIA : 100W
• ENTRADA: DC 12=24V
• CUENTA CON DOS PUERTOS , 1 USB
Y 1 TIPO C",images/BS-E6733.jpg,107,0.9
TCC579,CIGARRERA RO,MAX,11.0,"• PRODUCTO : CIGARRERA
• MODELO: ROMAX
• PUERTOS:  USB Y C
• MATERIALES: ABS DE ALTA
CALIDAD
• POTENCIA: 80W
• POTENCIA: 10A
• USO: PARA CARGAS
RÁPIDAS, REPRODUCIR
MÚSICA DESDE TU
TELÉFONO ,MEMORIA USB.",images/TCC579.jpg,108,1.0
,T7 CIGARRERA BLUETOOTH,,12.0,"• PERMITE TRANSMITIR MÚSICA
DESDE EL CELULAR VÍA
BLUETOOTH Y CONTESTAR
LLAMADAS EN MODO MANOS
LIBRES.
• CUENTA CON DOS PUERTOS
USB QUE FUNCIONAN COMO
CARGADOR RÁPIDO CON UNA
SALIDA TOTAL DE 3.1 A+PD
• LECTOR DE MEMORIAS, USB Y
TARJETAS MICRO SD",images/page_109_product_001.jpg,109,0.75
OX1144,CARGADOR DE CIGARRERA,,22.0,"• INVERSOR DE CORRIENTE PARA
AUTO DE 150W,CONVIERTE LA
ENERGIA DE 12V DC DE TU
VEHICULO EN 220V AC,
PERMITIENDO CARGAR
DISPOSITIVOS, LAPTOS Y
CELULARES
• CUENTA CON TOMACORRIENTE
CONVENCIONAL, PUERTOS USB Y
UN PUERTO TIPO C",images/OX1144.jpg,110,0.9
FP11527,CIGARRERA + CARGADOR DE CELULAR,,22.0,"• PRODUCTO: CIGARRERA
• POTENCIA  SALIDA: 120W
• TIPO DE MATERIAL: ABS + PC
• ESTILO (OPCIONAL): PARA TIPO
C, LIGHTNING
• ENTRADAS: USB,C
• APPLE: 5V/2,4A (MÁX.12W)
• USB: 5V/2,4A (MÁX.20W)
• TIPO C HEMBRA: 5V/3A
(MÁX.20W)",images/FP11527.jpg,111,0.9
OX1233,CIGARRERA ENCHUFE,,30.0,"• INVERSOR DE CORRIENTE PARA
AUTOS
• CONVIERTE CORRIENTE DE 12V
DEL VEHICULO EN CORRIENTE ALTA
DE 220V
• INCLUYE UN ENCHUFE DE CA Y
PUERTOS USB PARA CARGAR
MULTIPLES DISPOSITIVOS",images/OX1233.jpg,112,0.9
BS-E6731,CARGADOR DE MOTO,,25.0,"• CARGADOR PARA MOTO
• SALIDA USB
• SALIDA TIPO-C
• POTENCIA 75W
• LONGITUD DEL CABLE: 1.58M",images/BS-E6731.jpg,113,0.9
TS-6972,PARLANTE DE AUTO,,65.0,"• POTENCIA MÁXIMA DE SALIDA
DE 800 W.
• CONFIGURACIÓN COAXIAL DE 3
VÍAS.
• RANGO DE FRECUENCIA DE 76 HZ A
20 KHZ.
• SENSIBILIDAD DE 90 DB.
• PROFUNDIDAD DE INSTALACIÓN
DE 46 MM.",images/TS-6972.jpg,114,0.9
BS-C4703,PARLANTE DE AUTO,,55.0,"• BOCINA DE AUTO INSTALABLE
• CABLE REFORZADO DE GOMA
• POTENCIA 100W",images/BS-C4703.jpg,115,0.9
NWT500,AUTORADIO,,60.0,"• MASCARA FRONTAL EXTRAIBLE
• ILUMINACION LED 7 COLORES
• CONEXIÓN BT
• PANTALLA DIGITAL LCD
• RADIO FM CON 3 BANDAS Y 18
ESTACIONES
• LECTOR DE MEMORIA USB Y MICRO SD
DE 512M/1G/2G/4G
• PUERTO DE CARGA USB PARA
SMARTHPHONE
• ENTRADA AUX:JACK 3.5MM
• INCLUYE :CONTROL REMOTO Y ESTUCHE",images/NWT500.jpg,116,0.9
CDX-C5084BR,AUTORADIO,,60.0,"• CONECTIVIDAD: BLUETOOTH,
USB Y SD PARA REPRODUCCIÓN
DE MÚSICA, Y ENTRADA
AUXILIAR.
• POTENCIA: 60W×4
• INCLUYE SINTONIZADOR FM,
ILUMINACIÓN DE FONDO
PERSONALIZABLE EN 7 COLORES
Y PANEL FRONTAL DESMONTABLE
PARA MAYOR SEGURIDAD.
• INCLUYE: VIENE CON UN
CONTROL REMOTO",images/CDX-C5084BR.jpg,117,0.9
CDX-C5118BR,AUTORADIO,,60.0,"• FUNCIONALIDADES: INCLUYE RADIO
FM, CONECTIVIDAD BLUETOOTH,
PUERTO USB Y ENTRADA AUXILIAR.
• CARACTERÍSTICAS: CUENTA CON PANEL
FRONTAL DESMONTABLE
• DISEÑO: PRESENTA ILUMINACIÓN EN
LA PANTALLA Y BOTONES, CON
FUNCIONES COMO ""SÚPER BASS""",images/CDX-C5118BR.jpg,118,0.9
SJ-10100,CANDADO DE MANGUERA,,10.0,"• CANDADO DE SEGURIDAD PARA
MOTO O BICICLETA
• CLAVE 4 DÍGITOS
• LONGITUD 2 METROS",images/SJ-10100.jpg,119,0.9
,20132 CANDADO DE MANGUERA,,22.0,"• CANDADO DE SEGURIDAD PARA
MOTO O BICICLETA
• CON UNA LLAVE Y SU COPIA
• LONGITUD  1.2 METROS",images/page_120_product_001.jpg,120,0.75
DF8307,CANDADO ALARMA DE MOTO,,35.0,"• CANDADO DE SEGURIDAD PARA
MOTO CON ALARMA
• RESISTENTE AL AGUA Y A LA
CORROSION
• SENSOR DE CHOQUES",images/DF8307.jpg,121,0.9
LT-8313,CANDADO DE MOTO LANTUN,,38.0,"•
ALARMA SONORA: CUENTA CON
UNA SIRENA DE 110 DECIBELIOS
QUE SE ACTIVA AL DETECTAR
MOVIMIENTO O VIBRACIONES.
•
SEGURIDAD: SU FUNCIÓN PRINCIPAL
ES BLOQUEAR EL DISCO DE FRENO
•
FUNCIONAMIENTO: SE BLOQUEA
PRESIONANDO EL MECANISMO Y
REQUIERE UNA LLAVE PARA
DESACTIVAR LA ALARMA Y ABRIRLO.",images/LT-8313.jpg,122,0.9
QS003,INFLADOR ELECTRICO,,135.0,"•
PRODUCTO: INFLADOR Y ARRANCADOR
ELECTRICO PORTATIL
•
VOLTAJE: 14.8
•
INCLUYE: UNA FUENTE DE ALIMENTACIÓN USB
Y UNA FUENTE DE LUZ LED CON 3 MODOS.
•
ACCESORIOS: 1 ARRANCADOR PORTÁTIL PARA
COCHE, 1 CABLE DE ARRANQUE, 1 CABLE DE
CARGA USB-C, 1 MANGUERA DE BOMBA DE
AIRE, 4 BOQUILLAS DE AIRE, 1 FUNDA DE
ALMACENAMIENTO PORTÁTIL, 1 MANUAL DE
USUARIO
•
UTILIDAD:  AUTOMÓVILES, CAMIONES,
MOTOCICLETAS Y SUV, PANTALLA LCD CON
COMPRESOR DE AIRE INALÁMBRICO DE 150
PSI CON DETECCIÓN DE PRESIÓN DE
NEUMÁTICOS EN TIEMPO REAL",images/QS003.jpg,123,0.9
LT-1980,ARRANCADOR DE BATERIA,,150.0,"• MODELO: ARRANCADOR DE
BATERÍA Y COMPRESOR DE AIRE
INCORPORADO PARA VEHICULOS
• USO: EMERGENCIAS
VEHICULARES
• COMPATIBILIDAD: MOTORES
DIESEL 12V
• LINTERNA LED
• FUNCIONA COMO POWER BAND",images/LT-1980.jpg,124,0.9
B-2001,VENTILADOR DE CARRO,,6.0,"• VENTILADOR PARA AUTO
• ROTACIÓN: CUENTA CON
CABEZALES AJUSTABLES QUE
PERMITEN UNA ROTACIÓN DE
360 GRADOS
• ALIMENTACIÓN: SE CONECTA
DIRECTAMENTE AL
ENCENDEDOR DE CIGARRILLOS
12V O 24V.",images/B-2001.jpg,125,0.9
FS-C238,VENTILADOR PARA AUTO,,18.0,"• VENTILADOR PARA AUTO
• GANCHO SUJETADOR A BORDES
DE MESA
• PUERTO USB",images/FS-C238.jpg,126,0.9
BS-D5901,VENTILADOR BOSSNEY,,18.0,"• VENTILADOR PARA AUTO
• GANCHO SUJETADOR A BORDES DE
MESA
• PUERTO CIGARRERA",images/BS-D5901.jpg,127,0.9
FS-C239,VENTILADOR PARA AUTO,,18.0,"• VENTILADOR PARA AUTO CON
BOTON INTERRUPTOR
• GANCHO SUJETADOR A
BORDES DE MESA
• PUERTO USB",images/FS-C239.jpg,128,0.9
BS-D5902,VENTILADOR PARA AUTO BOSSNEY,,20.0,"• VENTILADOR PARA AUTO
• GANCHO SUJETADOR
• TIPO DE ALIMENTACIÓN: SE
CONECTA A LA TOMA DE 12
V DEL ENCENDEDOR DEL
AUTOMÓVIL.
• FLUJO DE AIRE: CUENTA CON 3
ASPAS",images/BS-D5902.jpg,129,0.9
VS-666,VENTILADOR,,35.0,"• VENTILADOR RECARGABLE PARA
TABLERO DE AUTO
• 3 NIVELES DE POTENCIA
• CABLE CARGADOR
• ROTACION AJUSTABLE 360
• CON PANEL SOLAR",images/VS-666.jpg,130,0.9
D-315,ESPEJO DE CARRO,,12.0,"• ESPEJO LED PARA CARRO
• CUENTA CON LUZ LED EN 3
TIEMPOS.
• CABLE USB",images/D-315.jpg,131,0.9
,270360 PORTAVASOS DE CARRO,,18.0,"• PORTAVASOS PARA CARRO
• CUENTA CON RANURAS PARA
PAÑUELOS, PORTAVASOS, Y
SOPORTE PARA EL TELEFONO.
• SIRVE TAMBIEN COMO
APOYABRAZOS YA QUE ES
ACOLCHADO.
• AJUSTABLE A TODO TIPO DE
CARRO.",images/page_132_product_001.jpg,132,0.75
RS13785,KIT DE CARRO,,25.0,"• KIT DE LAVADO DE AUTOS
• INCLUYE PAÑOS DE MICROFIBRA,
ALMOHADILLAS APLICADORAS Y
UN CEPILLO PARA RUEDAS.
• CUENTA CON HERRAMIENTAS
DISEÑADAS PARA UN LAVADO Y
DETALLADO PROFESIONAL SIN
RAYONES.",images/RS13785.jpg,133,0.9
LS-663,COBERTOR DE MOTO,,12.0,"• COBERTOR PARA MOTO
• TAMAÑO L :130X230CM
• PROTEGE DEL POLVO,LLUVIA ,SOL ,
NIEVE
• IMPERMEABLE",images/LS-663.jpg,134,0.9
A130,COBERTOR DE CARRO,,28.0,"• COBERTOR PARA CARRO
• TAMAÑO 480X175X120 CM
• PROTEGE DEL POLVO,LLUVIA ,SOL ,
NIEVE
• IMPERMEABLE",images/A130.jpg,135,0.9
US-2064,PANTALLA LED DE AUTO,,72.0,"• PRODUCTO: PANEL LED
• LUCES: RGB
• CARACTERÍSTICAS: SE PUEDE
MANEJAR CON CONTROL REMOTO
O UNA APLICACIÓN EN EL CELULAR
PARA CAMBIAR COLORES Y MODOS
• SU DISEÑO ES FLEXIBLE Y CUENTA
CON CINTA ADHESIVA DE ALTA
RESISTENCIA,FACIL DE INSTALAR EN
VENTANAS Y AUTOS.
• FUNCIÓN CON APLICATIVO
• INCLUYE: CONTROL REMOTO",images/US-2064.jpg,136,0.9
,08295 PANTALLA PARA AUTO,,220.0,"• PRODUCTO: PANTALLA
INTELIGENTE TACTIL IPS PARA AUTO
DE 10 PULGADAS
• CUENTA CON UNA
DASHCAM(CAMARA DE TABLERO)
4K Y UNA CAMARA TRASERA PARA
GRABACION DE SEGURIDAD.
• INCLUYE CAMARA DE RESPALDO Y
CUENTA CON CONECTIVIDAD
BLUETOOTH Y GPS.
• ES PORTATIL Y UNIVERSAL,
DISEÑADO PARA ACTUALIZAR
SISTEMAS DE AUDIOS ANTIGUOS",images/page_137_product_001.jpg,137,0.75
BS-8011FM,RADIO BOSSNEY,,16.0,"• RADIO A PILAS
• BANDAS: FM, AM, SW 1-6
• ENTRADA AUXILIAR PARA AUDIFONOS",images/BS-8011FM.jpg,139,0.9
BS-R8021FM,RADIO BOSSNEY,,17.0,"• RADIO A PILAS
• BANDAS: FM, AM, SW 1-6
• ENTRADA AUXILIAR PARA AUDIFONOS",images/BS-R8021FM.jpg,140,0.9
ET-R1457,RADIO,EWTTO,20.0,"• PRODUCTO: RADIO
• BATERIA: 2*AA
• TAMAÑO: 11.8X3.4X7.4CM
• A PILA
• BANDAS DE RADIO: AM,
FM, SW1-6
• ALTAVOZ INCORPORADO
• PUERTO DE AUDIFONOS",images/ET-R1457.jpg,141,1.0
BS-R8058,RADIO BOSSNEY,,18.0,"• RADIO A PILAS
• BANDAS: FM, AM
• ENTRADA AUXILIAR PARA AUDIFONOS
• UTILIZA BATERIA AA",images/BS-R8058.jpg,142,0.9
ET-F10,RADIO,EWTTO,22.0,"• PRODUCTO: RADIO
RECARGABLE
• 2 BANDAS: FM Y AM
• COLOR NEGRO",images/ET-F10.jpg,143,1.0
KTF-1646,RADIO KTF,,22.0,"• PRODUCTO: RADIO RECARGABLE
• ALIMENTACIÓN: ELECTRICA Y
SOLAR
• BANDAS: TRIPLE FM, AM Y SW
• CONECTIVIDAD: BLUETOOTH,
LECTOR USB Y MEMORIA
• DISEÑO: PANEL SOLAR LATERAL,
CABLE CARGADOR, PANEL SOLAR Y
LINTERNA",images/KTF-1646.jpg,144,0.9
,R-69BT RADIO,BIG-GER,22.0,"• PRODUCTO: RADIO
RECARGABLE
• BANDAS DE RADIO: AM,
FM, MP3 ,USB, TF
• INCLUYE CABLE DE CARGA
TIPO C",images/page_145_product_001.jpg,145,0.85
KTF-1490,RADIO KTF,,25.0,"• PRODUCTO: RADIO
ALIMENTACIÓN: ELECTRICA
BANDAS: TRIPLE FM, AM Y
SW
• CONECTIVIDAD: BLUETOOTH,
LECTOR USB Y MEMORIA
• DISEÑO: cable CARGADOR",images/KTF-1490.jpg,146,0.9
BS-R8036,RADIO BOSSNEY,,28.0,"• PRODUCTO: RADIO  RECARGABLE
• ALIMENTACIÓN: ELECTRICA Y
SOLAR
• FUNCIONES: LECTOR DE USB Y
MEMORIA SD, BLUETOOTH
• BANDAS: FM,AM Y SW
• CONTENIDO: CABLE DE CARGA,
CUERDA SUJETADORA, PANEL
SOLAR",images/BS-R8036.jpg,147,0.9
KTF-1645,RADIO KTF,,30.0,"• RADIO KTF RECARGABLE BLUETOOTH,
LECTOR USB Y MEMORIA
• LINTERNA Y PANEL SOLAR LATERAL
• BANDA: FM, AM
• CABLE CARGADOR",images/KTF-1645.jpg,148,0.9
BS-R8022BT,RADIO BOSSNEY,,32.0,"• PRODUCTO: RADIO
RECARGABLE
• ALIMENTACIÓN: ELECTRICA Y
SOLAR
• FUNCIONES: LECTOR DE USB Y
MEMORIA SD, BLUETOOTH
• BANDAS: FM,AM Y SW
• CONTENIDO: CABLE DE CARGA,
CUERDA SUJETADORA
• LINTERNA: POSTERIOR Y
LATERAL",images/BS-R8022BT.jpg,149,0.9
CN-RICF10-BT,RADIO CAFINI,,34.0,"• RADIO CAFINI A PILAS Y A
CORRIENTE DIRECTA
• ENTRADA DE AXULIAR PARA
AUDIFONO
• 4 BANDAS: FM, AM, SW1 Y SW2
• TIRA SUJETADORA
• CONTROL REMOTO",images/CN-RICF10-BT.jpg,150,0.9
BS-R8052BT,RADIO BOSSNEY,,34.0,"• BANDAS: FM, AM, SW2
• LECTOR DE USB Y MEMORIA
• CABLE DE CARGA TIPO C
• CONTROL REMOTO
• CUERDA SUJETADOR
• ENTRADA AUXILIAR PARA AUDIFONOS",images/BS-R8052BT.jpg,151,0.9
BS-R8053BT,RADIO BOSSNEY,,34.0,"• BANDAS: FM, AM, SW2
• LECTOR DE USB Y MEMORIA
• CONTROL REMOTO
• CUERDA SUJETADOR
• ENTRADA AUXILIAR PARA AUDIFONOS",images/BS-R8053BT.jpg,152,0.9
BS-R8041,RADIO BOSSNEY,,35.0,"• MODELO: CLASICO
• PRODUCTO: RADIO  RECARGABLE
• BANDAS DE RADIO: CUENTA CON
SINTONIZACIÓN AM, FM Y SW
(ONDA CORTA).
• TECNOLOGÍA: INCORPORA UN
PANEL SOLAR EN LA PARTE
SUPERIOR PARA RECARGAR SU
BATERÍA.
• FUNCIONALIDADES: INCLUYE
,BT,USB,TF,TWS",images/BS-R8041.jpg,153,0.9
KTF-2210,RADIO KTF,,40.0,"• RADIO KTF  RECARGABLE BLUETOOTH,
LECTOR USB Y MEMORIA
• PANEL SOLAR LATERAL
• BANDA: FM, AM, SW
• CABLE CARGADOR",images/KTF-2210.jpg,154,0.9
GTS-1971,PARLANTE GTS,,10.0,"• MODELO: PARLANTE
RECARGABLE GTS
• FUNCIONES: BLUETOOTH,
LECTOR MEMORIA- USB,
RADIO FM,AUX
• BOCINA : 3” PULGADAS
• CONTENIDO: CABLE
CARGADOR TIPO V8
• LUCES RGB",images/GTS-1971.jpg,155,0.9
GTS-1271,PARLANTE GTS,,10.0,"• MODELO: PARLANTE
RECARGABLE GTS
• FUNCIONES: BLUETOOTH,
LECTOR MEMORIA- USB, RADIO
FM,AUX
• BOCINA : 3” PULGADAS
• CONTENIDO: CABLE CARGADOR
• LUCES RGB",images/GTS-1271.jpg,156,0.9
GTS-2423,PARLANTE GTS,,10.0,"• PRODUCTO: PARLANTE
RECARGABLE
• MODELO:GTS
• FUNCIONES: BLUETOOTH,
LECTOR MEMORIA- USB,
RADIO FM,AUX
• BOCINA : 3” PULGADAS
• CONTENIDO: CABLE DE
CARGA
• LUCES RGB
• COLOR NEGRO",images/GTS-2423.jpg,157,0.9
BX-39,PARLANTE,,10.0,"• PARLANTE BLUETOOTH CON
DISEÑO EN FORMA DE G
• INCLUYE ILUMINACION LED RGB
INCORPORADA QUE PUEDE
SINCRONIZARSE CON EL RITMO
DE LA MUSICA.
• OFRECE CONECTIVIDAD
BLUETOOTH Y CUENTA CON
PUERTO PARA TARJETA MICRO-
SD
• INCLUYE CABLE DE CARGA",images/BX-39.jpg,158,0.9
